,Unnamed: 0,id,created_at,username,location,following,followers,retweetcount,text,azure_polar,azure_class,blob_polar,blob_subj
11565,11565,1495879679093448709,2022-02-21 21:54:42+00:00,vedoline6662,"Karşıyaka, İzmir",589,256,1,KremlinRussiaE Ukraine is not your colony and the Ukrainian people are not your slaves Putin Ukraine Ukraina UkraineCrisis Ukrayna ukrainerussia UkraineConflict UkraineRussiaCrisis Ukrain,-0.96,negative,0.0,0.0
11566,11566,1495879364415832064,2022-02-21 21:53:27+00:00,YKerrySara1,,93,119,0,Coming SOON on Vocal Media Pax Romana 2 The NATO Alliance and Russian Hegemony in Eastern EuropeUkraineRussiaCrisis UkraineCrisis UkraineConflict ukrainerussia UkraineInvasion UkraineWar RussiaUkraineCrisis Romania NATO Crimea Diplomacy,-0.79,negative,0.0,0.0
11567,11567,1495879222266675208,2022-02-21 21:52:53+00:00,LevantineTimes,"Jerusalem, Israel",851,685,0,Putin will take Donetsk and Luhansk Dnieperpetrovsk and OdessaThen next time KievLvov will be new capital of a much smaller and more nationalist UkraineUkraine UkraineRussiaCrisis UkraineConflict UkraineCrisis ukrainerussia,-0.78,negative,0.1590909090909091,0.36363636363636365
11568,11568,1495879190196932610,2022-02-21 21:52:45+00:00,vedoline6662,"Karşıyaka, İzmir",589,256,0,KremlinRussiaE Stay away from Ukraine dishonourable Putin Ukraine UkraineRussiaCrisis UkraineConflict Ukraina UkraineCrisis Ukrayna ukrainerussia Ukrain,-0.72,negative,0.0,0.0
11569,11569,1495879026728222726,2022-02-21 21:52:06+00:00,NikolasKozloff,"Brooklyn, NY",28,860,0,Way ahead of you NewYorkTimes My reporting on Odessa here Ukraine UkraineRussiaCrisis UkraineCrisis UkraineInvasion UkraineRussiaConflict Ukrainian ukrainerussia Russia RussiaInvadedUkraine RussiaUkraineCrisis,-0.98,negative,0.0,0.0
11570,11570,1495878857555333123,2022-02-21 21:51:26+00:00,eye_peoples,,35,192,0,BreakingNews Russian President Putin orders troops into Donetsk and Luhansk for peacekeeping missionUkraineConflict UkraineCrisis ukrainerussia UkraineInvasion Ukrain UkraineWar RussiaInvadedUkraine RussiaUkraineCrisis Russian UkraineRussiaCrisis Ukrainian Ukraina,-0.52,negative,0.0,0.0
11573,11573,1495877897843884043,2022-02-21 21:47:37+00:00,Mancman10,Manchester,6323,6066,0,Lying crook Boris Johnson amp his fellow Tory crooks are desperate for war ukrainerussia,-1.0,negative,-0.6,1.0
11575,11575,1495877323740090369,2022-02-21 21:45:20+00:00,rivanoff,Burgas Bulgaria ,607,495,0,Good job for Putin to recognize the Republics of Donetsk and Luhansk where people have been suffering for years Next I would think Ukraine should rejoin Russia NATO should pull back to Germany or 1997 lines We dont want to hear about war anymore ukrainerussia,-0.78,negative,0.2333333333333333,0.20000000000000004
11576,11576,1495877163173752838,2022-02-21 21:44:42+00:00,StockingUp7,,4610,1634,2,HUGE GAINS In a Market Crash STOCKS TO BUY NOW via YouTube stocks UkraineRussiaCrisis ukrainerussia stockmarkets stockmarketcrash StocksInFocus StocksToTrade investor stocksToSell Oilprices SQQQ QQQ SPY BOIL JNUG AAPL UVXY,-0.97,negative,0.4000000000000001,0.9
11580,11580,1495876420585013255,2022-02-21 21:41:45+00:00,Pavan_expo2020,,645,88,0,When will india invade pakistan bro BlacklistPakistan UkraineRussiaCrisis RussiaInvadedUkraine Russia RussiaUkraineCrisis Russian Crimea Donetsk Europe Putin modi ImranKhan WW3 UkraineInvasion ukrainerussia China geopolitics Biden cryptocrash,-0.83,negative,0.0,0.0
11581,11581,1495876272551084039,2022-02-21 21:41:10+00:00,KevinEn19473152,Lichfield England,744,806,0,KristySwansonXO ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.26,negative,0.11666666666666665,0.3
11583,11583,1495874599329878018,2022-02-21 21:34:31+00:00,BHeimpel,South Germany,249,44,0,Breaking Russian Troops have already entered Donbass Putin has authorized Peacekeepers to move in Russia UkraineConflict Ukraine ukrainerussia BreakingNews Eil ntvde cnnbrk,-0.9,negative,0.0,0.0
11584,11584,1495874577494421507,2022-02-21 21:34:25+00:00,KhatijaRathore,,4,61,0,Who you support Putin UkraineRussiaCrisis Ukraine UkraineCrisis ukrainerussia follow for more updates KhatijaRathore,-0.71,negative,0.5,0.5
11587,11587,1495874318437396484,2022-02-21 21:33:24+00:00,JuliaKalashnyk,Kyiv,458,199,0,Putin orders peacekeeping mission in occupied Donbas ukrainerussia,0.0,neutral,0.0,0.0
11589,11589,1495873106430533633,2022-02-21 21:28:35+00:00,sampietro75,CA,7634,6950,1,joelockhart sampietro75 FoxNews ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.10999999999999999,neutral,0.11666666666666665,0.3
11592,11592,1495872468241850371,2022-02-21 21:26:03+00:00,SammyDChef,,26,9,1,During the Putin speechBREAKING Ukraine UkraineConflict UkraineCrisis ukrainerussia Russian Russia,-0.92,negative,0.0,0.0
11594,11594,1495872199479156743,2022-02-21 21:24:58+00:00,Nocvd1,,16,8,1,Deputy Kalashnikov told RIANovosti that he considers a 100 probability of Russian troops entering the LPR and DPR after signing assistance agreements with RussiaDonbassUkraineRussiaUkraineCrisis Ukrainian ukrainerussia,-0.94,negative,0.0,0.0
11597,11597,1495871646485430273,2022-02-21 21:22:47+00:00,ReporterJet,United States,3030,3486,0,Alarming Warnings Russia hasRussia RussiaUkraineConflict RussiaUkraineCrisis Russian RussianAggression UkraineRussiaCrisis UkraineConflict Ukraine UkraineCrisis UkraineCrisis UkraineInvasion ukrainerussia Ukrainian Putin VladimirPutin,-0.99,negative,-0.05,0.3
11598,11598,1495871146474057728,2022-02-21 21:20:47+00:00,JoeEritas,Swamp,157,42,0,Everything happening regarding ukrainerussia is a construct of Putins twisted mind with no basis in reason or legitimacy real or imaginary for any of it,-0.69,negative,-0.15,0.65
11600,11600,1495871062072074242,2022-02-21 21:20:27+00:00,KevinEn19473152,Lichfield England,744,806,0,mikepompeo joniernst TerryBranstad TheBastionInst ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.05000000000000002,neutral,0.11666666666666665,0.3
11605,11605,1495870385925271552,2022-02-21 21:17:46+00:00,The5HbK,Everywhere,1315,480,0,Breaking A Video calimed Russian equipment moving into Donetsk during Putins speechUkraineCrisis ukrainerussia Ukrain UkraineConflict Ukriane Ukrania Russia russianinvasion russiaukrainewar RussiaInvadedUkraine Russian RussiaUkraineCrisis,-0.87,negative,0.0,0.0
11608,11608,1495870168261873664,2022-02-21 21:16:54+00:00,The5HbK,Everywhere,1315,480,0,Breaking Independence celebration Ukraine UkraineRussiaCrisisukrainerussia RussianArmyDonbass DonestkDPR LPR Luhansk Ukraina UkraineCrisis Russian UkraineRussiaConflict ukrainerussia Nato,-0.29,neutral,0.0,0.0
11609,11609,1495870140877053957,2022-02-21 21:16:48+00:00,The5HbK,Everywhere,1315,480,0,Breaking Independence celebration in Donbass Ukraine UkraineRussiaCrisisukrainerussia RussianArmyDonbass DonestkDPR LPR Luhansk Ukraina UkraineCrisis Russian UkraineRussiaConflict ukrainerussia Nato,-0.26,neutral,0.0,0.0
11611,11611,1495869824639340544,2022-02-21 21:15:32+00:00,RKVINS1,,546,99,4,Breaking A Video calimed Russian equipment moving into Donetsk during Putins speechUkraineCrisis ukrainerussia Ukrain UkraineConflict Ukriane Ukrania Russia russianinvasion russiaukrainewar RussiaInvadedUkraine Russian RussiaUkraineCrisis RussiaUcraina DPR LPR,-0.74,negative,0.0,0.0
11614,11614,1495869659404451844,2022-02-21 21:14:53+00:00,AcademicLounge,Grèce,332,1226,0,MSNBC commentaryUkraineRussiaCrisis UkraineConflict Ukraine UkraineCrisis ukrainerussia RussiaUkraineConflict RussiaUkraineCrisis RussiaUcraina russiaukrainewar EuropeanUnion,-0.55,negative,0.0,0.0
11619,11619,1495869262866563082,2022-02-21 21:13:18+00:00,LailaSimoncelli,,386,112,1,Russia recognizes the independence of the selfproclaimed Donetsk and Lugansk republicsUkraineRussiaCrisis UkraineConflict Ukraine UkraineCrisis ukrainerussia RussiaUkraineConflict RussiaUkraineCrisis RussiaUcraina,-0.44,neutral,0.0,0.0
11622,11622,1495869063914004481,2022-02-21 21:12:31+00:00,AcademicLounge,Grèce,332,1226,0,Russia recognises breakaway regions in Ukrainevia ReutersUkraineRussiaCrisis UkraineConflict Ukraine UkraineCrisis ukrainerussia RussiaUkraineConflict RussiaUkraineCrisis RussiaUcraina russiaukrainewar,-0.45,neutral,0.0,0.0
11631,11631,1495868681519345673,2022-02-21 21:11:00+00:00,GaiaNewsIntl,Estados Unidos,37,1378,0,Putin signs the decree that recognizes the independence of DPR and LPR regions Separatist leaders are in the roomRussiaDonbassUkraineRussiaUkraineCrisis Ukrainian ukrainerussiaUkraineRussiaCrisis Join and Share this channel,-0.26,neutral,0.0,0.0
11647,11647,1495867856482934784,2022-02-21 21:07:43+00:00,GaiaNewsIntl,Estados Unidos,37,1378,0,Putin Russia recognizes the independence of breakaway regions in eastern UkraineRussiaDonbassUkraineRussiaUkraineCrisis Ukrainian ukrainerussiaJoin and Share this channel for more daily news,-0.13,neutral,0.25,0.25
11648,11648,1495867638878294034,2022-02-21 21:06:51+00:00,mcelderrytruth,,8589,8379,0,Genuine question what would the Venn diagram ofpeople who condemn Putin over his intervention in Donbass and people who cheered NATO over its interventions in Libya and Kosovo look likeDonetsk Minsk ukrainerussia,0.68,positive,0.4,0.5
11649,11649,1495866563924213766,2022-02-21 21:02:35+00:00,Gkhan09018844,,48,1,0,World history cannot be told without mentioning Turksukrainerussia Ukraina RussiaUkraine UN EuphoriaHBOMax NATO KremlinRussiaE Ukraine MFAUkraine modrussia EuroparlEN UkraineRussiaCrisis PutinsWar rianru MIDRF vestinews,-0.72,negative,0.0,0.0
11650,11650,1495866374111076356,2022-02-21 21:01:50+00:00,PasstheHash,localhost,562,22997,0,View the Russian units cyberpartisan UkraineRussiaCrisis ukraine ukrainerussia,-0.8,negative,0.0,0.0
11655,11655,1495865352592531464,2022-02-21 20:57:46+00:00,drsagbrakmayan,,1220,191,1,Always remember the number one enemy of freedom and democracy is Putins Russian imperialismUkraine UkraineRussiaCrisis UkraineConflict ukrainerussia,-0.95,negative,0.0,0.0
11662,11662,1495863813387784198,2022-02-21 20:51:39+00:00,Hmiller1011,"New York, NY",4154,2036,0,pjg318 BlackKnight10k Coincidence or notTFG launches his Pravda er socalled Truth venture same day puppet master Putin begins invasion of UkraineJust wonderingUkraineRussiaCrisis UkraineConflict UkraineCrisis UkraineInvasion ukrainerussia Ukrainian ProjectLincoln MSNBC,-0.25,neutral,0.0,0.125
11665,11665,1495863175387963399,2022-02-21 20:49:07+00:00,Dean1690RFC,"Glasgow, Scotland",524,76,0,Is history really repeating itself with how this is all playing out with Russia UkraineRussia,-0.98,negative,0.2,0.2
11666,11666,1495863111085363200,2022-02-21 20:48:52+00:00,tbsnewsdotnet,"Dhaka, Bangladesh",87,4468,0,POTUS to prohibit trade investment with Ukraine breakaway regions WhiteHouse UkraineRussiaCrisis ukrainerussia UkraineKonflikt UkraineWillResist,-0.3,neutral,0.0,0.0
11671,11671,1495862580002398219,2022-02-21 20:46:45+00:00,carolatte44,,108,90,10,This is where we saw the Minsk agreement reached in 2015 RIP Ukraine UkraineRussia,-1.0,negative,0.0,0.0
11672,11672,1495862511127699459,2022-02-21 20:46:29+00:00,levantonaganyan,,4399,511,0,Putin is a liar and very dangerousPlease do not trust any of Putins wordsUkraine UkraineRussiaCrisis UkraineConflict ukrainerussia,-1.0,negative,0.2,0.3
11673,11673,1495862338586566657,2022-02-21 20:45:47+00:00,Gkhan09018844,,48,1,0,A short jokeTop 5 arms exporters1USA2RUSSIA3FRANCE4GERMANY5CHINA The first 5 permanent members of the United Nations ukrainerussia Ukraina RussiaUkraine UN EuphoriaNATO KremlinRussiaE Ukraine MFAUkraine modrussia EuroparlEN UkraineRussiaCrisis Putin,-0.5,negative,0.125,0.31666666666666665
11674,11674,1495861694790262790,2022-02-21 20:43:14+00:00,HemsleyMarty,,4997,2117,0,ItsBorys What EXACTLY SPECIFICALLY DETAILED actions should they be receiving Attack Send sons amp daughters to the front line border of UkraineRussiaCrisis Ukraine UkraineCrisis ukrainerussia,-0.98,negative,0.325,0.5
11676,11676,1495861408206053381,2022-02-21 20:42:06+00:00,ReporterJet,United States,3030,3486,0,Putin has Recognized the Independence of RussiaUkraineConflict RussiaUkraineCrisis Russian RussianAggression UkraineRussiaCrisis UkraineConflict Ukraine UkraineCrisis UkraineCrisis UkraineInvasion ukrainerussia Ukrainian Putin,-0.47,neutral,0.0,0.0
11679,11679,1495860860094406667,2022-02-21 20:39:55+00:00,Jafery0,Pakistan,2025,209,0,Car bomb explosion in Luhansk Luhanska and a rocket fire in Donetsk you can hear the sound of missile Full videoRussiaUkraineConflict BREAKING Ukraine UkraineConflict UkraineRussiaCrisis ukrainerussia RussiaUkraineCrisis RussiaInvadedUkraine,-0.75,negative,0.375,0.47500000000000003
11681,11681,1495860606842322948,2022-02-21 20:38:55+00:00,KevinEn19473152,Lichfield England,744,806,0,RadioFreeTom ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,0.15,neutral,0.11666666666666665,0.3
11683,11683,1495860315652870145,2022-02-21 20:37:45+00:00,Jafery0,Pakistan,2025,209,0,Donetsk fires work celebration as President Putin recognize the independence of LPR and DPRRussiaUkraineCrisis PutinsWar President Ukraine UkraineConflict UkraineRussiaCrisis ukrainerussia RussiaInvadedUkraine Donestk IndependenceDay Luhansk Luhanska,-0.42,neutral,0.0,0.0
11686,11686,1495859974756614151,2022-02-21 20:36:24+00:00,fiscelan,"London, England",37,20,2,USDRUB Current 8065 at Richter Scale overbought target 7590 Free money Trade Brian Twomey ukrainerussia RussiaUcraina Putin fx forexsignals,0.22,neutral,0.2,0.6000000000000001
11689,11689,1495859667301711873,2022-02-21 20:35:11+00:00,eye_peoples,,35,192,0,BreakingNews Troop and Tank movements seen in Donetsk and Luhansk areas of eastern Ukraine UkraineConflict UkraineCrisis ukrainerussia UkraineInvasion Ukrain UkraineWar RussiaInvadedUkraine RussiaUkraineCrisis Russian UkraineRussiaCrisis Ukrainian Ukraina,-0.8,negative,0.0,0.0
11692,11692,1495859392407011329,2022-02-21 20:34:05+00:00,Ujjifun,,13,15,0,We will need update version of this bookPutin ukrainerussia,0.19,neutral,0.0,0.0
11694,11694,1495859278585999368,2022-02-21 20:33:38+00:00,newshound2013uk,United Kingdom,460,455,0,With a stroke of the pen goes 80 years of relative peace in Europe UkraineConflict UkraineRussiaCrisis UkraineCrisis ukrainerussia UkraineInvasion PutinatWar,-0.97,negative,0.0,0.0
11697,11697,1495858779501518848,2022-02-21 20:31:39+00:00,junaidium11,"Karachi, Pakistan",281,151,0,UPDATE Poroshenko told Sky News that Poland the Baltic states Latvia Lithuania and Estonia Czech Republic Romania or Bulgaria could be in Vladimir Putins sights in futureUkraine RussiaUkraineCrisis UkraineRussiaCrisis ukrainerussia,-0.61,negative,0.0,0.0
11699,11699,1495858679651909632,2022-02-21 20:31:15+00:00,KevinEn19473152,Lichfield England,744,806,0,RepJimBanks ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.13999999999999999,neutral,0.11666666666666665,0.3
11701,11701,1495858604179697664,2022-02-21 20:30:57+00:00,anchor_akanksha,"Ahmadabad City, India",195,229,0,BREAKING Putin has signed a decree recognizing Ukraines Donetsk and Luhansk as independent statesUkraineRussiaCrisis ukrainerussia Ukraine Russia RussiaInvadedUkraine RussiaUkraineConflict,-0.94,negative,0.0,0.125
11702,11702,1495858521161744391,2022-02-21 20:30:37+00:00,KevinEn19473152,Lichfield England,744,806,1,itsJeffTiedrich ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.19000000000000003,negative,0.11666666666666665,0.3
11703,11703,1495858321663795201,2022-02-21 20:29:50+00:00,allreemy,,871,281,1,caslernoel ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.26999999999999996,negative,0.11666666666666665,0.3
11704,11704,1495857928791904256,2022-02-21 20:28:16+00:00,KevinEn19473152,Lichfield England,744,806,0,natsechobbyist lawindsor ukrainerussia How quickly the GQP want to cover up that Trump compromised security in Ukraine by witholding military aid in exchange for dirt on Potus MikePompeo MickMulvaney were part of it,-0.27,negative,0.11666666666666665,0.3
